customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AVGMonthlySpend,Churn_Predicted,Churn_Probability
0993-OSGPT,0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,No,57.62173913043478,No,0.026712966097208007
9254-RBFON,0,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1704.95,Yes,94.71944444444443,No,0.18160242571383395
1205-WNWPJ,0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,59.5,415.95,Yes,51.99375,No,0.34588768815526794
9391-EOYLI,1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,950.2,Yes,73.0923076923077,Yes,0.6442045403101242
7108-DGVUU,0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,1497.05,No,68.04772727272727,No,0.1588673551667246
2782-JEEBU,1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,780.15,No,35.46136363636364,No,0.2598676343926785
5127-BZENZ,0,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,3512.15,No,61.61666666666667,No,0.037927613815258325
2720-FVBQP,0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,273.25,No,39.035714285714285,No,0.4135507310775253
9906-NHHVC,0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,3517.9,No,53.301515151515154,No,0.04748503097814607
4522-XRWWI,1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,3375.9,No,78.5093023255814,No,0.06909370406255967
3766-EJLFL,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,7508.55,No,108.8195652173913,No,0.05516602225872718
5939-SXWHM,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,1245.05,No,25.409183673469386,No,0.008849089194490248
8152-UOBNY,0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,No,104.86176470588236,No,0.2785956975760388
7351-KYHQH,0,1,0,0,7,1,0,0,0,2,2,0,2,0,0,1,2,64.95,493.65,No,61.70625,No,0.3788554503799711
7643-RCHXS,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,1263.85,No,19.74765625,No,0.0036439673374919017
8246-SHFGA,1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,No,21.419444444444444,No,0.09047653091303731
8387-MOJJT,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0,Yes,78.69767441860465,No,0.29283162656244044
0620-XEFWH,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,84.2,No,16.84,No,0.13614317095306733
6485-QXWWE,0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1638.7,No,26.011111111111116,No,0.005000486288670833
2761-OCIAX,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.7,165.4,Yes,55.13333333333333,Yes,0.6780480267264708
7321-VGNKU,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,120.25,No,40.083333333333336,Yes,0.7718738196076133
5327-CNLUQ,1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,No,91.29489795918369,No,0.08609832296395203
7552-KEYGT,1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,19.55,520.55,No,18.59107142857143,No,0.014138652480247574
5816-JMLGY,0,0,1,1,70,1,0,0,0,2,2,2,2,2,2,1,0,80.4,5717.85,No,80.5330985915493,No,0.015940702939860926
3068-OMWZA,1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,88.8,88.8,Yes,44.4,Yes,0.921853680494813
2927-QRRQV,1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,No,91.75531914893617,No,0.2690387533022989
6032-KRXXO,1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2755.35,Yes,88.88225806451612,Yes,0.5167152414088082
7459-RRWQZ,0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,994.55,Yes,62.159375,No,0.29097691610234466
6265-SXWBU,1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,No,93.01785714285714,No,0.10932015439877772
7941-RCJOW,1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1218.65,No,18.46439393939394,No,0.005820610547516242
6374-NTQLP,1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,7447.7,No,102.02328767123288,No,0.045330474025672356
4154-AQUGT,1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,1169.35,Yes,83.52499999999999,No,0.4499997677286548
2387-KDZQY,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.1,279.5,No,15.52777777777778,No,0.0809068581750045
3584-WKTTW,1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35,No,110.00673076923076,No,0.2171966166859386
3399-BMLVW,1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,1,60.5,3121.45,No,60.027884615384615,No,0.005823732040027228
1971-DTCZB,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6,No,88.6109589041096,No,0.022464997594129735
3092-IGHWF,1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,87.4,5918.8,Yes,87.04117647058824,No,0.08430091258075549
3374-PZLXD,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,No,19.302857142857142,No,0.05998535450541245
3813-DHBBB,1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7,No,51.78970588235294,No,0.014884709011522964
2812-REYAT,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,1,0,20.05,923.1,No,18.462,No,0.022341044999334196
6518-PPLMZ,1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,1,3,19.4,1110.35,No,20.56203703703704,No,0.008079607502448587
4939-KYYPY,1,0,0,0,27,1,2,0,0,0,2,2,0,0,0,0,2,59.45,1611.65,No,57.558928571428574,No,0.15166315115916792
8017-LXHFA,0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,94.75,2293.6,Yes,95.56666666666666,Yes,0.5296023904340641
5930-GBIWP,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,No,79.33214285714286,No,0.01657143337805116
6022-KOUQO,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,29.05,44.75,No,14.916666666666666,No,0.35460971632282634
6352-TWCAU,0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,3029.1,Yes,84.14166666666667,Yes,0.5217660835743273
2361-UPSND,0,0,1,0,46,1,0,0,2,2,0,2,0,2,1,0,3,70.6,3231.05,No,68.74574468085106,No,0.030424966544819042
6035-RIIOM,0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,5129.45,No,93.26272727272728,No,0.13104664875433014
2929-QNSRW,0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,98.25,5508.35,Yes,96.6377192982456,No,0.28015508552146023
1262-OPMFY,0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,655.9,Yes,65.59,Yes,0.5382838079209711
9504-DSHWM,1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,1191.2,No,56.72380952380953,No,0.11192879728707389
5035-BVCXS,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4,No,72.2,No,0.4686439409868551
6267-DCFFZ,0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,90.05,2627.2,No,84.74838709677418,Yes,0.583669526962833
3533-UVMOM,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,No,68.71666666666667,No,0.009935456094717474
2439-LYPMQ,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,102.6,4009.2,No,102.8,Yes,0.5783203263923452
4248-QPAVC,0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,85.35,1463.45,Yes,81.30277777777778,No,0.47258336307982424
1899-VXWXM,1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,5082.8,Yes,103.73061224489796,No,0.3117945561186439
1478-VPOAD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,No,21.9,No,0.42617808657907064
9995-HOTOH,1,0,1,1,63,0,1,0,2,2,2,0,2,2,2,0,2,59.0,3707.6,No,57.93125,No,0.021163868334987353
2988-PLAHS,0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,69.95,220.45,No,55.1125,No,0.37894199688101604
1371-OJCEK,0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,No,23.136734693877557,No,0.02137372558282125
4999-IEZLT,1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,No,29.59925373134329,No,0.023727987833076027
8883-ANODQ,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75,No,83.28623188405797,No,0.048394049472869585
4690-LLKUA,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,770.6,Yes,42.81111111111111,No,0.2912934363707545
2351-RRBUE,0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05,No,16.75625,No,0.06523986087379091
5980-BDHPY,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,6230.1,No,85.34383561643835,No,0.019771923548107823
1498-DQNRX,0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05,No,19.101666666666667,No,0.07506976585609035
9469-WEJBT,1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3,No,89.98157894736842,No,0.33504786613372334
3331-HQDTW,0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8,3587.25,Yes,102.49285714285716,Yes,0.5236564939037914
9490-DFPMD,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3541.35,Yes,82.35697674418604,Yes,0.5153928543662685
2581-VKIRT,0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,No,63.355,No,0.018990012634439054
5442-XSDCW,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,868.5,Yes,72.375,Yes,0.511850786375419
7426-WEIJX,1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1,No,79.65737704918034,No,0.23421986781113685
2851-MMUTZ,0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,1,3,56.15,1439.35,No,51.40535714285714,No,0.15519124289249495
3049-NDXFL,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,85.8,85.8,Yes,42.9,Yes,0.87691312962162
8580-AECUZ,1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.1,79.1,Yes,39.55,Yes,0.8745935185678857
3307-TLCUD,1,0,1,0,17,0,1,0,2,0,2,0,0,0,0,0,3,34.4,592.75,No,32.93055555555556,No,0.24281512335254546
6625-FLENO,1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1185.95,No,20.10084745762712,No,0.006304824526260681
2967-MXRAV,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,18.8,18.8,No,9.4,No,0.09342276264715574
7963-GQRMY,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5,Yes,33.625,No,0.29896381261751426
8189-HBVRW,0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2,No,91.13333333333333,No,0.16805327248920315
4163-KIUHY,1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,901.25,No,25.03472222222222,No,0.11651103845888192
1228-FZFRV,1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,5341.8,Yes,104.74117647058824,No,0.29854517447639667
3500-NSDOA,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,No,70.4340579710145,No,0.012451933755510222
1171-TYKUR,1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,1139.2,No,23.73333333333333,No,0.0618199065434792
3761-FLYZI,0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,7082.45,No,107.30984848484847,No,0.4876810284121949
2058-DCJBE,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,324.6,Yes,54.1,Yes,0.629472797393088
5364-XYIRR,1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,94.65,4812.75,Yes,92.5528846153846,Yes,0.5368091077062144
4829-AUOAX,0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5,Yes,93.6063829787234,No,0.41828517607107674
1219-NNDDO,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,76.85,663.55,No,66.35499999999999,Yes,0.6565558988443913
8388-DMKAE,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.25,174.65,No,19.405555555555555,No,0.030451876069083506
4403-BWPAY,1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,24.8,321.7,No,21.446666666666665,No,0.10602089375798457
9659-QEQSY,0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,5125.5,No,111.42391304347828,No,0.3638123783122463
5405-ZMYXQ,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,74.6,548.9,No,60.98888888888889,Yes,0.6605599934145819
5047-LHVLY,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,50.15,Yes,25.075,Yes,0.562972907594841
1442-OKRJE,1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,7031.3,No,104.944776119403,No,0.0904781348431222
4737-AQCPU,1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,5016.65,No,68.72123287671232,No,0.006306001770125023
9158-VCTQB,0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95,Yes,109.40357142857142,No,0.3482366521410186
2808-CHTDM,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,25.1,611.45,No,25.477083333333336,No,0.022407473730634595
6311-UEUME,0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2384.15,Yes,79.47166666666666,No,0.4150069734078043
0793-TWELN,0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85,No,63.970000000000006,Yes,0.6275774851897018
3283-WCWXT,1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3,No,21.9,No,0.04481556391324126
1060-ENTOF,0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,No,103.46470588235294,No,0.12148557474253958
0999-QXNSA,1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,45.75,344.2,No,43.025,No,0.3270335498529488
5451-MHQOF,1,0,1,1,56,1,2,2,1,1,1,1,1,1,1,1,3,24.45,1431.65,No,25.116666666666667,No,0.024881362661321856
4836-WNFNO,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1849.2,No,25.33150684931507,No,0.005000621197734773
9225-BZLNZ,1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,No,83.33013698630137,No,0.0341006159247037
0354-VXMJC,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,19.6,426.65,No,17.777083333333334,No,0.014278516525197177
4422-QVIJA,0,0,0,1,35,1,2,0,0,0,0,0,0,0,0,0,3,50.15,1655.35,No,45.98194444444445,No,0.15660734224633416
9365-SRSZE,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1943.9,No,69.425,No,0.4349253038904883
6839-ITVZJ,0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,1616.15,Yes,59.85740740740741,No,0.1583562931597489
8332-OSJDW,1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,314.95,No,24.226923076923075,No,0.07712130264734195
4735-BJKOU,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,20.15,804.85,No,19.63048780487805,No,0.010374383074054618
0274-JKUJR,1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,No,58.2125,No,0.32702009819633
5740-YHGTW,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,No,93.93028169014084,No,0.2240769788324288
8917-SZTTJ,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75,No,19.045081967213115,No,0.003948214703928817
1696-MZVAU,1,0,1,1,39,0,1,0,0,0,0,0,0,0,1,1,1,25.25,947.75,No,23.69375,No,0.09940080415024367
7359-WWYJV,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,114.45,8375.05,No,114.7267123287671,No,0.04337708888244778
0375-HVGXO,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,34.7,Yes,17.35,Yes,0.7109444025962329
4906-ZHGPK,1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0,No,68.54545454545455,No,0.06087968015436886
8593-WHYHV,1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,85.3,264.8,Yes,66.2,Yes,0.7958022674018057
3795-GWTRD,0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,4707.85,No,73.56015625,No,0.006744924328748084
1298-PHBTI,1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4,No,85.44999999999999,No,0.03408629758934398
6223-DHJGV,0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,958.1,No,22.28139534883721,No,0.03001968744970934
6961-MJKBO,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,943.0,No,19.64583333333333,No,0.006862534352518005
6097-EQISJ,0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,102.45,6615.15,Yes,98.73358208955224,No,0.2059535749609523
4423-YLHDV,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,2200.25,Yes,100.01136363636364,Yes,0.556629479311868
8158-WPEZG,1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,425.1,No,35.425000000000004,No,0.3037570959949907
0107-YHINA,1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75,Yes,49.875,Yes,0.9280129533397351
4918-FYJNT,0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,No,90.08571428571427,No,0.20651968037427365
0727-BNRLG,1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55,No,96.33642857142856,No,0.05754614080858181
4854-CIDCF,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,No,49.1,Yes,0.6553079714140863
8640-SDGKB,1,0,0,0,4,1,0,0,0,0,2,2,2,2,0,1,2,74.4,299.7,Yes,59.94,No,0.4734914077039946
3280-MRDOF,1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,No,67.54516129032258,No,0.06854812669443552
6435-SRWBJ,0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,417.75,No,69.625,Yes,0.5904030687475721
9964-WBQDJ,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4,No,23.96388888888889,No,0.007635869320833502
6303-KFWSL,0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,No,54.00666666666667,No,0.11876283919630715
1702-CCFNJ,1,0,1,0,52,1,2,0,0,2,0,2,0,0,0,0,0,61.35,3169.55,No,59.80283018867925,No,0.07194246548253157
8932-CZHRQ,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,No,75.84420289855072,No,0.03338975964754276
0386-CWRGM,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,No,20.59255319148936,No,0.006785009418817629
5515-RUGKN,1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,1,1,54.75,438.05,No,48.672222222222224,No,0.38706469842050817
0404-AHASP,1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9,No,19.478082191780825,No,0.0032717154342043497
7279-NMVJC,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,323.15,No,17.952777777777776,No,0.04126793986223642
2081-VEYEH,1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,No,79.65,Yes,0.7444834006744192
6407-UTSLV,0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,163.7,No,54.56666666666666,Yes,0.7667672586894315
4116-TZAQJ,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,639.65,Yes,63.965,No,0.43058185557131934
9060-HJJRW,0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,No,56.31730769230769,No,0.13762864812087905
2587-YNLES,0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,No,14.335714285714284,No,0.033133100682414166
7398-SKNQZ,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,No,68.3,Yes,0.8250582749065162
5935-FCCNB,0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15,No,89.34166666666667,Yes,0.7228554984044262
1958-RNRKS,1,0,1,0,30,1,2,0,0,0,0,0,0,0,0,0,2,49.9,1441.95,No,46.51451612903226,No,0.20895292382517747
5136-RGMZO,1,0,0,0,31,1,2,0,0,2,0,2,2,0,0,1,2,71.05,2168.15,No,67.7546875,No,0.2340032085208184
8345-MVDYC,0,0,0,0,45,1,0,0,2,0,2,2,2,2,2,0,0,81.65,3618.7,No,78.66739130434782,No,0.01891054694538399
8226-BXGES,1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,5692.65,No,87.57923076923076,No,0.06545249945227144
3877-JRJIP,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,2,59.85,59.85,Yes,29.925,Yes,0.7429859652603906
8375-DKEBR,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,Yes,34.8,Yes,0.8178408246706753
9705-IOVQQ,1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,No,96.27903225806452,No,0.19464063040253163
1015-OWJKI,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.05,19.05,No,9.525,No,0.21324785006371605
7511-YMXVQ,1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8,Yes,41.88,Yes,0.6087585549070877
2040-XBAVJ,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,No,110.9664383561644,No,0.03540691741138854
7551-JOHTI,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5,Yes,9.75,No,0.2136855287107109
8887-IPQNC,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,313.45,No,39.18125,No,0.3643297255925327
8646-JCOMS,0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95,No,91.50671641791044,No,0.09075590444236382
9804-ICWBG,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,Yes,34.95,Yes,0.7954223542148507
1222-KJNZD,1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,No,18.178048780487803,No,0.0545218392059874
0106-GHRQR,1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,No,71.3,No,0.33118558407184995
5318-IXUZF,0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,87.15,183.75,Yes,61.25,Yes,0.7238344159735379
3768-VHXQO,1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1583.5,No,23.28676470588235,No,0.006210831249968668
8952-WCVCD,0,0,1,0,41,1,0,1,2,2,2,0,2,2,1,1,0,104.45,4162.05,No,99.09642857142858,No,0.1910195839980108
2418-TPEUN,0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1119.9,No,19.647368421052636,No,0.0065600961724863755
3963-RYFNS,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55,No,109.77465753424656,No,0.06741999605261603
3198-VELRD,0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,264.85,Yes,66.2125,Yes,0.7345228333686753
8540-ZQGEA,0,0,1,0,54,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1102.4,No,20.043636363636367,No,0.005948217043113106
1320-REHCS,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,No,110.0377358490566,No,0.450477953730598
4137-JOPHL,0,0,0,0,50,1,0,1,0,0,2,2,0,2,2,1,0,89.7,4304.5,No,84.40196078431373,No,0.06576400829803783
9436-ZBZCT,1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,1178.4,Yes,78.56,Yes,0.6102329008978644
7801-CEDNV,1,0,1,0,27,1,0,0,2,0,0,0,0,0,1,0,1,48.7,1421.75,No,50.77678571428572,No,0.042419454128189184
2057-BOYKM,0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,6827.5,No,93.52739726027396,No,0.036426397881702606
3658-QQJYD,1,0,0,0,62,1,0,0,2,2,0,0,2,2,1,1,1,74.3,4698.05,No,74.57222222222222,No,0.045847356345503736
1803-BGNBD,0,0,0,0,12,1,0,0,0,2,0,2,0,0,0,1,2,54.3,654.5,No,50.34615384615385,No,0.1942211426164189
0134-XWXCE,0,1,0,0,44,1,0,0,0,0,2,2,2,2,1,0,0,74.85,3268.05,No,72.62333333333333,No,0.06611345509394367
6950-TWMYB,1,0,1,1,54,1,0,1,0,2,0,2,0,0,2,1,0,79.95,4362.05,No,79.31,No,0.028625074077799413
5848-FHRFC,0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1386.9,No,20.1,No,0.0032241361701796077
2243-FNMMI,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,0,3,19.4,415.4,No,19.780952380952375,No,0.09031615738809677
2511-MORQY,1,0,1,1,50,1,2,0,0,0,2,0,0,0,1,0,0,54.9,2614.1,No,51.25686274509804,No,0.04613873307277263
5356-KZCKT,1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1513.6,No,25.65423728813559,No,0.010614705371616073
9470-XCCEM,1,0,1,1,35,1,2,1,0,2,0,0,2,0,0,1,0,89.65,3161.6,No,87.82222222222222,No,0.40070218761602205
6519-CFDBX,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.4,80.95,No,26.98333333333333,No,0.4920747097434405
3902-MIVLE,1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,4676.7,No,73.0734375,No,0.013892975095544387
0409-WTMPL,0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,6526.65,No,110.62118644067796,No,0.2072677323798888
